time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
84.000,0.00,6.250,6.303,12.7764,99.5851,99.5742,97.3176,100.3665,12.7612
85.000,0.00,6.250,6.397,12.7688,99.5768,99.5656,97.3089,100.5499,12.7636
86.000,0.00,6.250,6.430,12.7486,99.5684,99.5568,97.3002,100.3627,12.7566
87.000,0.00,6.250,6.426,12.7571,99.5601,99.5482,97.2916,100.2761,12.7530
88.000,0.00,6.250,6.493,12.7626,99.5517,99.5395,97.2829,100.4715,12.7564
89.000,0.00,6.250,6.257,12.7652,99.5434,99.5308,97.2742,100.2070,12.7509
90.000,0.00,6.250,6.405,12.7422,99.5350,99.5221,97.2655,100.2984,12.7505
91.000,0.00,6.250,6.317,12.7527,99.5267,99.5134,97.2568,100.2733,12.7501
92.000,0.00,6.250,6.505,12.7627,99.5184,99.5047,97.2481,100.2274,12.7453
93.000,0.00,6.250,6.252,12.7503,99.5100,99.4960,97.2394,100.2947,12.7498
94.000,0.00,6.250,6.350,12.7304,99.5017,99.4873,97.2307,99.9989,12.7391
95.000,0.00,6.250,6.434,12.7401,99.4933,99.4786,97.2220,100.2846,12.7455
96.000,0.00,6.250,6.522,12.7431,99.4850,99.4699,97.2133,100.1559,12.7397
97.000,0.00,6.250,6.453,12.7354,99.4766,99.4612,97.2046,100.1862,12.7408
98.000,0.00,6.250,6.523,12.7297,99.4683,99.4526,97.1960,100.0883,12.7363
99.000,0.00,6.250,6.324,12.7408,99.4599,99.4440,97.1874,100.1492,12.7401
100.000,0.00,6.250,6.278,12.7304,99.4516,99.4353,97.1787,100.1272,12.7395
101.000,0.00,6.250,6.481,12.7522,99.4433,99.4266,97.1700,100.1016,12.7354
102.000,0.00,6.250,6.433,12.7366,99.4349,99.4179,97.1613,100.1130,12.7358
103.000,0.00,6.250,6.282,12.7165,99.4266,99.4092,97.1525,99.9018,12.7310
104.000,0.00,12.500,12.507,12.6450,99.4182,99.4005,97.1439,100.0048,12.6496
105.000,0.00,12.500,12.657,12.6425,99.4003,99.3826,97.1260,99.8846,12.6404
106.000,0.00,12.500,12.589,12.6348,99.3824,99.3647,97.1081,99.8341,12.6364
107.000,0.00,12.500,12.705,12.6323,99.3645,99.3468,97.0902,99.8849,12.6332
108.000,0.00,12.500,12.741,12.6324,99.3466,99.3289,97.0723,99.8673,12.6291
109.000,0.00,12.500,12.701,12.6443,99.3288,99.3111,97.0545,99.9094,12.6280
110.000,0.00,12.500,12.597,12.6343,99.3109,99.2932,97.0366,99.8470,12.6247
111.000,0.00,12.500,12.488,12.6305,99.2930,99.2753,97.0187,99.8759,12.6243
112.000,0.00,12.500,12.514,12.6281,99.2751,99.2574,97.0008,99.9119,12.6225
113.000,0.00,12.500,12.634,12.6142,99.2572,99.2395,96.9829,99.6324,12.6097
114.000,0.00,12.500,12.668,12.5928,99.2394,99.2217,96.9650,99.7026,12.6092
115.000,0.00,12.500,12.628,12.6099,99.2215,99.2038,96.9472,99.7535,12.6090
116.000,0.00,-6.250,-5.991,12.8767,99.2037,99.1860,96.9294,99.8777,12.8622
117.000,0.00,-6.250,-6.072,12.8521,99.2121,99.1944,96.9378,99.7381,12.8662
118.000,0.00,-6.250,-6.141,12.8653,99.2204,99.2027,96.9461,99.6366,12.8710
119.000,0.00,-6.250,-6.231,12.9002,99.2288,99.2111,96.9544,99.9438,12.8887
120.000,0.00,-6.250,-5.990,12.9076,99.2371,99.2194,96.9628,99.8170,12.8880
121.000,0.00,-6.250,-6.146,12.9101,99.2454,99.2277,96.9711,99.9604,12.9010
122.000,0.00,-6.250,-6.071,12.9074,99.2538,99.2361,96.9795,99.8814,12.9034
123.000,0.00,-6.250,-6.141,12.9012,99.2621,99.2444,96.9878,99.8413,12.9089
124.000,0.00,0.000,0.051,12.8341,99.2704,99.2527,96.8529,99.9587,12.8345
125.000,0.00,0.000,0.131,12.8351,99.2704,99.2527,95.4573,99.8137,12.8309
126.000,0.00,0.000,0.185,12.8194,99.2704,99.2527,95.2743,99.7202,12.8293
127.000,0.00,0.000,0.092,12.8464,99.2704,99.2527,95.8166,99.9354,12.8394
128.000,0.00,0.000,0.114,12.8225,99.2704,99.2527,95.4701,99.6700,12.8325
129.000,0.00,0.000,0.032,12.8460,99.2704,99.2527,95.7064,99.7366,12.8377
